title,difficulty,category
"Meet the Robinsons (2007)",1,Movie,"Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate."
"Yes Man (2008)",1,Movie,"A man challenges himself to say "yes" to everything."
"Sausage Party (2016)",1,Movie,"A sausage strives to discover the truth about his existence."
"Inspector Gadget (1999)",1,Movie,"A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer."
"Public Enemies (2009)",1,Movie,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s."
"The Social Network (2010)",1,Movie,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business."
"Schindler's List (1993)",1,Movie,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis."
"Downton Abbey (2019)",1,Movie,"The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early twentieth century."
"The Others (2001)",1,Movie,"A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted."
"Legally Blonde (2001)",1,Movie,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks."
"Panic Room (2002)",1,Movie,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune."
"Rocketman (2019)",1,Movie,"A musical fantasy about the fantastical human story of Elton John's breakthrough years."
"Zero Dark Thirty (2012)",1,Movie,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 20attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011."
"Norbit (2007)",1,Movie,"A mild-mannered guy, who is married to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her."
"Cold Mountain (2003)",1,Movie,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart."
"Sex and the City 2 (2010)",1,Movie,"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie."
"Michael (1996)",1,Movie,"Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise."
"The Princess Diaries Royal Engagement (2004)",1,Movie,"Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor."
"(2013)",1,Movie,"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process."
"Unbreakable (2000)",1,Movie,"A man learns something extraordinary about himself after a devastating accident."
"The Book of Eli (2010)",1,Movie,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind."
"10,0BC (2008)",1,Movie,"In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love."
"Beverly Hills Chihuahua (2008)",1,Movie,"While on vacation in Mexico, Chloe, a ritzy Beverly Hills chihuahua, finds herself lost and in need of assistance in order to get back home."
"Saturday Night Fever (1977)",1,Movie,"Anxious about his future after high school, a 19-year-old Italian-American from Brooklyn tries to escape the harsh reality of his bleak family life by dominating the dance floor at the local disco."
"Julie & Julia (2009)",1,Movie,"Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 20challenge to cook all the recipes in Child's first book."
"The Mask of Zorro (1998)",1,Movie,"A young thief seeking revenge for his brother's death is trained by the once-great, aging Zorro, who is pursuing his own vengeance."
"Maid in Manhattan (2002)",1,Movie,"A Senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress."
"He's Just Not That Into You (2009)",1,Movie,"This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior."
"Master and Commander: The Far Side of the World (2003)",1,Movie,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America."
"Flight (2012)",1,Movie,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling."
"The Fighter (2010)",1,Movie,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness."
"America's Sweethearts (2001)",1,Movie,"A movie publicist deals with the messy public split of his movie's co-stars while keeping reporters at bay while a reclusive director holds the film's print hostage."
"Lady and the Tramp (1955)",1,Movie,"The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt."
"The Bucket List (2007)",1,Movie,"Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die."
"Tomorrowland (2015)",1,Movie,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory."
"The Magnificent Seven (2016)",1,Movie,"Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist."
"Cats & Dogs (2001)",1,Movie,"A look at the top-secret, high-tech espionage war going on between cats and dogs, of which their human owners are blissfully unaware."
"Two Weeks Notice (2002)",1,Movie,"A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him."
"Red Dragon (2002)",1,Movie,"A retired FBI agent with psychological gifts is assigned to help track down "The Tooth Fairy", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal "The Cannibal" Lecter."
"Elysium (2013)",1,Movie,"In the year 215the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds."
"Flubber (1997)",1,Movie,"An absent-minded professor discovers "flubber," a rubber-like super-bouncy substance."
"Encanto (2021)",1,Movie,"A young Colombian girl has to face the frustration of being the only member of her family without magical powers."
"The Town (2010)",1,Movie,"A proficient group of thieves rob a bank and hold Claire, the assistant manager, hostage. Things begin to get complicated when one of the crew members falls in love with Claire."
"Non-Stop (2014)",1,Movie,"An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $1million into an off-shore account, or someone will die every 20 minutes."
"The Client (1994)",1,Movie,"A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family."
"Blade Runner 20(2017)",1,Movie,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."
"John Wick: Chapter 2 (2017)",1,Movie,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life."
"Star Trek: First Contact (1996)",1,Movie,"The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed."
"Halloween Kills (2021)",1,Movie,"The saga of Michael Myers and Laurie Strode continues in the next thrilling chapter of the Halloween series."
"Think Like a Man (2012)",1,Movie,"Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them."
"Kindergarten Cop (1990)",1,Movie,"A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars."
"Heaven Is for Real (2014)",1,Movie,"A small-town father must find the courage and conviction to share his son's extraordinary, life-changing experience with the world."
"The Haunting (1999)",1,Movie,"A study in fear escalates into a heart-stopping nightmare for a professor and three subjects trapped in a mysterious mansion."
"Crimson Tide (1995)",1,Movie,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so."
"Ride Along 2 (2016)",1,Movie,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product."
"Stepmom (1998)",1,Movie,"A terminally-ill woman must deal with her ex-husband's new lover, who will be their children's stepmother."
"The Imitation Game (2014)",1,Movie,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life."
"Save the Last Dance (2001)",1,Movie,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past."
"The Scorpion King (2002)",1,Movie,"A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown."
"Prince of Persia: The Sands of Time (2010)",1,Movie,"A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time."
"Antz (1998)",1,Movie,"A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves."
"Scary Movie 4 (2006)",1,Movie,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien "Tr-iPods" are invading the world and she has to uncover the secret in order to stop them."
"The Game Plan (2007)",1,Movie,"An NFL quarterback living the bachelor lifestyle discovers that he has an 8-year-old daughter from a previous relationship."
"Me, Myself & Irene (2000)",1,Movie,"A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates."
"High School Musical Senior Year (2008)",1,Movie,"As seniors in high school, Troy and Gabriella struggle with the idea of being separated from one another as college approaches. Along with the rest of the Wildcats, they stage a spring musical to address their experiences, hopes and fears about their future."
"Madea Goes to Jail (2009)",1,Movie,"Mischievous grandma Madea lands in jail, where she meets a variety of mixed-up characters."
"Space Cowboys (2000)",1,Movie,"When retired engineer Frank Corvin (Clint Eastwood) is called upon to rescue a failing satellite, he insists that his equally old teammates accompany him into space."
"Space Jam (1996)",1,Movie,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan."
"Get Hard (2015)",1,Movie,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars."
"RED (2010)",1,Movie,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants."
"Planes (2013)",1,Movie,"A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race."
"Legally Blonde Red, White & Blonde (2003)",1,Movie,"Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing."
"Mystic River (2003)",1,Movie,"The lives of three men who were childhood friends are shattered when one of them has a family tragedy."
"Terminator Genisys (2015)",1,Movie,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 19to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline."
"Flightplan (2005)",1,Movie,"A bereaved woman and her daughter are flying home from Berlin to America. At 30,0feet, the child vanishes, and nobody will admit she was ever on the plane."
"The Emperor's New Groove (2000)",1,Movie,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder."
"The Lone Ranger (2013)",1,Movie,"Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice."
"Taken 3 (2014)",1,Movie,"Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name."
"Don't Breathe (2016)",1,Movie,"Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems."
"Scream 3 (2000)",1,Movie,"While Sidney and her friends visit the Hollywood set of Stab the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them."
"Oblivion (2013)",1,Movie,"A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself."
"The Ugly Truth (2009)",1,Movie,"An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man."
"Percy Jackson & the Olympians: The Lightning Thief (2010)",1,Movie,"A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods."
"Failure to Launch (2006)",1,Movie,"A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That's when the fun begins."
"The Muppets (2011)",1,Movie,"A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures."
"Inside Man (2006)",1,Movie,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
"Back to the Future Part III (1990)",1,Movie,"Stranded in 195Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered."
"Waterworld (1995)",1,Movie,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw "smokers," and reluctantly helps a woman and a young girl try to find dry land."
"Starsky & Hutch (2004)",1,Movie,"Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called "Huggy Bear"."
"Along Came Polly (2004)",1,Movie,"A buttoned-up newlywed finds his strictly organized life descend into chaos when he falls in love with an old classmate."
"The Hand that Rocks the Cradle (1992)",1,Movie,"After her humiliated husband kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against a woman and her family."
"Entrapment (1999)",1,Movie,"An insurance agent is sent by her employer to track down and help capture an art thief."
"Peter Pan (1953)",1,Movie,"Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan."
"Pineapple Express (2008)",1,Movie,"A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him."
"Miss Peregrine's Home for Peculiar Children (2016)",1,Movie,"When Jacob (Asa Butterfield) discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers."
"Sisters (2015)",1,Movie,"Two sisters decide to throw one last house party before their parents sell their family home."
"Saw II (2005)",1,Movie,"A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw."
"The Naked Gun 2½: The Smell of Fear (1991)",1,Movie,"Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy."
"The Campaign (2012)",1,Movie,"An incumbent Representative embroiled in personal scandal faces a no-holds-barred challenge from a naive newcomer funded by two unscrupulous billionaire lobbyist brothers."
"The Accountant (2016)",1,Movie,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise."
"Dumb and Dumber To (2014)",1,Movie,"years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption."
"Cruella (2021)",1,Movie,"A live-action prequel feature film following a young Cruella de Vil."
"The Emoji Movie (2017)",1,Movie,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji."
"Mean Girls (2004)",1,Movie,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George."
"Annie (2014)",1,Movie,"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York City mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in."
"Alvin and the Chipmunks: The Road Chip (2015)",1,Movie,"The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother."
"Spy Kids Island of Lost Dreams (2002)",1,Movie,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids."
"Alita: Battle Angel (2019)",1,Movie,"A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is."
"Fury (2014)",1,Movie,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945."
"Pokémon: The First Movie - Mewtwo Strikes Back (1998)",1,Movie,"Scientists genetically create a new Pokémon, Mewtwo, but the results are horrific and disastrous."
"Real Steel (2011)",1,Movie,"In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot."
"The SpongeBob SquarePants Movie (2004)",1,Movie,"SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown."
"Power Rangers (2017)",1,Movie,"A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world."
"Stripes (1981)",1,Movie,"Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun."
"Anchorman: The Legend of Ron Burgundy (2004)",1,Movie,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor."
"Aliens (1986)",1,Movie,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators."
"Open Season (2006)",1,Movie,"Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters."
"Green Book (2018)",1,Movie,"A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 196American South."
"The Expendables 2 (2012)",1,Movie,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat."
"Dangerous Minds (1995)",1,Movie,"An ex-Marine turned teacher struggles to connect with her students in an inner city school."
"Paranormal Activity 2 (2010)",1,Movie,"After experiencing what they think are a series of "break-ins", a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem."
"Tammy (2014)",1,Movie,"After getting fired and finding out her husband is cheating, Tammy hits the road with her profane, alcoholic grandmother."
"The Santa Clause The Escape Clause (2006)",1,Movie,"Santa, a.k.a. Scott Calvin, is faced with double-duty: how to keep his new family happy and how to stop Jack Frost from taking over Christmas."
"Ferdinand (2017)",1,Movie,"After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure."
"Crazy, Stupid, Love. (2011)",1,Movie,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars."
"Annabelle (2014)",1,Movie,"A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists."
"Scooby-Doo Monsters Unleashed (2004)",1,Movie,"The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang."
"Birds of Prey (2020)",1,Movie,"After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord."
"Atlantis: The Lost Empire (2001)",1,Movie,"A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis."
"Cliffhanger (1993)",1,Movie,"A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains."
"The Other Woman (2014)",1,Movie,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B."
"The X Files (1998)",1,Movie,"Mulder and Scully must fight the government in a conspiracy and find the truth about an alien colonization of Earth."
"Penguins of Madagascar (2014)",1,Movie,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it."
"Die Hard (1988)",1,Movie,"An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles."
"Up in the Air (2009)",1,Movie,"Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire presenting a new business model."
"Wrath of the Titans (2012)",1,Movie,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world."
"Insidious: Chapter 2 (2013)",1,Movie,"The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily."
"Under Siege (1992)",1,Movie,"An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship."
"Battle Los Angeles (2011)",1,Movie,"A squad of U.S. Marines becomes the last line of defense against a global invasion."
"Immortals (2011)",1,Movie,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity."
"I Can Only Imagine (2018)",1,Movie,"The inspiring and unknown true story behind MercyMe's beloved, chart topping song that brings ultimate hope to so many is a gripping reminder of the power of true forgiveness."
"Apocalypse Now (1979)",1,Movie,"A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god."
"Patriot Games (1992)",1,Movie,"When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge."
"Saving Mr. Banks (2013)",1,Movie,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen."
"Smallfoot (2018)",1,Movie,"A Yeti is convinced that the elusive creatures known as "humans" really do exist."
"Good Boys (2019)",1,Movie,"Three 6th grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying to make their way home in time for a long-awaited party."
"Valkyrie (2008)",1,Movie,"A dramatization of the July 21944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II."
"Brokeback Mountain (2005)",1,Movie,"Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends."
"Turbo (2013)",1,Movie,"A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500."
"Disclosure (1994)",1,Movie,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life."
"Charlotte's Web (2006)",1,Movie,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen."
"Monster-in-Law (2005)",1,Movie,"The love life of Charlotte is reduced to an endless string of disastrous blind dates, until she meets the perfect man, Kevin. Unfortunately, his merciless mother will do anything to destroy their relationship."
"Are We There Yet? (2005)",1,Movie,"To impress a foxy divorcee, ladies' man Nick offers to take her kids on an extended road trip, unaware of the torture he's in for."
"Freddy vs. Jason (2003)",1,Movie,"Freddy Krueger and Jason Voorhees return to terrorize the teenagers of Elm Street. Only this time, they're out to get each other, too."
"Star Trek: The Motion Picture (1979)",1,Movie,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it."
"The Descendants (2011)",1,Movie,"A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident."
"Cheaper by the Dozen 2 (2005)",1,Movie,"The Bakers, while on vacation, find themselves competing with a rival family of eight children."
"Mr. Holland's Opus (1995)",1,Movie,"A frustrated composer finds fulfillment as a high school music teacher."
"Bram Stoker's Dracula (1992)",1,Movie,"The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land."
"Let's Be Cops (2014)",1,Movie,"Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted "heroes" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line."
"Blade II (2002)",1,Movie,"Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires."
"Beowulf (2007)",1,Movie,"The warrior Beowulf must fight and defeat the monster Grendel, who is terrorizing Denmark, then Grendel's Mother, who begins killing out of revenge."
"Bridge to Terabithia (2007)",1,Movie,"A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality."
"The Pink Panther (2006)",1,Movie,"Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond."
"Teenage Mutant Ninja Turtles: Out of the Shadows (2016)",1,Movie,"The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang."
"The Post (2017)",1,Movie,"A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government."
"Alien (1979)",1,Movie,"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun."
"Maze Runner: The Scorch Trials (2015)",1,Movie,"After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles."
"Eight Below (2006)",1,Movie,"Brutal cold forces two Antarctic explorers to leave their team of sled dogs behind as they fend for their survival."
"MASH (1970)",1,Movie,"The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war."
"Unstoppable (2010)",1,Movie,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe."
"Payback (1999)",1,Movie,"After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money."
"Ted 2 (2015)",1,Movie,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."
"The Talented Mr. Ripley (1999)",1,Movie,"In late 195New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures."
"School of Rock (2003)",1,Movie,"After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band."
"Snow Dogs (2002)",1,Movie,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man."
"(2008)",1,Movie,""21" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings."
"While You Were Sleeping (1995)",1,Movie,"A hopelessly romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient."
"Congo (1995)",1,Movie,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong."
"The Notebook (2004)",1,Movie,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences."
"Jimmy Neutron: Boy Genius (2001)",1,Movie,"An eight-year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens."
"Eat Pray Love (2010)",1,Movie,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to "find herself"."
"The Texas Chainsaw Massacre (2003)",1,Movie,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers."
"Zookeeper (2011)",1,Movie,"A group of zoo animals decide to break their code of silence in order to help their lovable zookeeper find love, without opting to leave his current job for something more illustrious."

